building_name,area_name,latitude,longitude,transport,metro_stations,gyms,spas,supermarkets,malls,schools,restaurant,hospital,tourist_attraction,park,worship
"Delphine, Dubai Marina",Dubai Marina,25.0732128,55.132712,"[{'business_status': 'OPERATIONAL', 'name': 'RTA Taxi Rank - Opp. Amwaj Rotana', 'rating': 3, 'user_ratings_total': 2, 'vicinity': 'Dubai', 'latitude': 25.073294, 'longitude': 55.130559}, {'business_status': 'OPERATIONAL', 'name': 'TAXI Rank Sofitel JBR', 'rating': 4.3, 'user_ratings_total': 4, 'vicinity': 'Al Mamsha Street - Dubai', 'latitude': 25.0754978, 'longitude': 55.1317381}, {'business_status': 'OPERATIONAL', 'name': 'RTA Taxi Rank - DMCC Metro Station Seaside', 'rating': 5, 'user_ratings_total': 1, 'vicinity': 'Dubai', 'latitude': 25.071525, 'longitude': 55.137381}, {'business_status': 'OPERATIONAL', 'name': 'RTA Taxi Rank - DoubleTree By Hilton Jumeirah', 'rating': 5, 'user_ratings_total': 2, 'vicinity': 'Dubai', 'latitude': 25.071991, 'longitude': 55.127904}, {'business_status': 'OPERATIONAL', 'name': 'RTA Taxi Rank - Dubai Marina Mall', 'rating': 0.0, 'user_ratings_total': 0, 'vicinity': 'Dubai', 'latitude': 25.07642999999999, 'longitude': 55.140504}]","[{'business_status': 'OPERATIONAL', 'name': 'DMCC Metro Station', 'rating': 4.6, 'user_ratings_total': 518, 'vicinity': 'Sheikh Zayed Road - Dubai', 'latitude': 25.0712513, 'longitude': 55.1390859}, {'business_status': 'OPERATIONAL', 'name': 'Sobha Realty Metro Station', 'rating': 4.5, 'user_ratings_total': 610, 'vicinity': 'Sheikh Zayed Road', 'latitude': 25.0799917, 'longitude': 55.1475613}, {'business_status': 'OPERATIONAL', 'name': 'Jabal Ali Metro Station 2', 'rating': 5, 'user_ratings_total': 1, 'vicinity': 'United Arab Emirates', 'latitude': 25.057706, 'longitude': 55.1270524}, {'business_status': 'OPERATIONAL', 'name': 'Jabal Ali Metro Station', 'rating': 4.5, 'user_ratings_total': 14, 'vicinity': 'United Arab Emirates', 'latitude': 25.0575694, 'longitude': 55.127221}, {'business_status': 'OPERATIONAL', 'name': 'Jabal Ali Metro Station', 'rating': 4.5, 'user_ratings_total': 271, 'vicinity': 'Sheikh Zayed Road', 'latitude': 25.0576317, 'longitude': 55.1269719}]","[{'business_status': 'OPERATIONAL', 'name': 'TAMANI Marina Hotel and Hotel Apartments', 'rating': 4.2, 'user_ratings_total': 1995, 'vicinity': 'King Salman Bin Abdulaziz Al Saud Street - Dubai', 'latitude': 25.0909277, 'longitude': 55.14930689999999}, {'business_status': 'OPERATIONAL', 'name': 'The First Collection Dubai Marina', 'rating': 4.4, 'user_ratings_total': 5472, 'vicinity': '394 Al Seba Street - Dubai', 'latitude': 25.0691775, 'longitude': 55.1285538}, {'business_status': 'OPERATIONAL', 'name': 'Real Pilates JLT', 'rating': 4.8, 'user_ratings_total': 398, 'vicinity': 'ONE JLT Building - Level 1 Al Sarayat Street - دبي', 'latitude': 25.0726396, 'longitude': 55.144769}, {'business_status': 'OPERATIONAL', 'name': ""Bharat Thakur's Artistic Yoga"", 'rating': 4.8, 'user_ratings_total': 54, 'vicinity': 'Emirates Golf Club (EGC) Players Lounge - شارع الشيخ زايد - دبي', 'latitude': 25.0853207, 'longitude': 55.1597124}, {'business_status': 'OPERATIONAL', 'name': 'Bodylines', 'rating': 3.9, 'user_ratings_total': 14, 'vicinity': 'The Walk - Dubai', 'latitude': 25.0737467, 'longitude': 55.1305347}]","[{'business_status': 'OPERATIONAL', 'name': 'Cosmesurge Clinic Dubai Marina', 'rating': 4.7, 'user_ratings_total': 333, 'vicinity': 'Al Habtoor Business Tower - Opposite Habtoor Grand Hotel - دبي', 'latitude': 25.0854288, 'longitude': 55.1417191}, {'business_status': 'OPERATIONAL', 'name': 'Health Avenue Polyclinic', 'rating': 4.1, 'user_ratings_total': 246, 'vicinity': 'Ground Floor,Tower One,Grosvenor House - Dubai', 'latitude': 25.085214, 'longitude': 55.14358290000001}, {'business_status': 'CLOSED_TEMPORARILY', 'name': 'Beauty Within', 'rating': 3.4, 'user_ratings_total': 27, 'vicinity': 'The Jewels Tower 1 - Beach Road - Dubai', 'latitude': 25.0711911, 'longitude': 55.13051059999999}, {'business_status': 'OPERATIONAL', 'name': 'SAKS 21 Hair salon | JBR Dubai', 'rating': 4.6, 'user_ratings_total': 327, 'vicinity': 'Bahar 7 - Dubai', 'latitude': 25.0778255, 'longitude': 55.1361325}, {'business_status': 'OPERATIONAL', 'name': 'The First Studio Gents Salon', 'rating': 4.6, 'user_ratings_total': 265, 'vicinity': 'Lakeside Residence - Shop B2 - Cluster A - دبي', 'latitude': 25.0665251, 'longitude': 55.13829149999999}]","[{'business_status': 'OPERATIONAL', 'name': 'West Zone Fresh Supermarket | Cluster O - Jumeirah Lake Towers ( JLT )', 'rating': 4.2, 'user_ratings_total': 1115, 'vicinity': 'O2 Residence - next to Reef Tower - Cluster O - Dubai', 'latitude': 25.07374769999999, 'longitude': 55.143278}, {'business_status': 'OPERATIONAL', 'name': 'The Little Birdy Group', 'rating': 4.2, 'user_ratings_total': 22, 'vicinity': 'The Dome Tower - 1603 N - دبي', 'latitude': 25.0629897, 'longitude': 55.13759309999999}, {'business_status': 'OPERATIONAL', 'name': 'West Zone Fresh Supermarket | Building 08 - Discovery Garden', 'rating': 4, 'user_ratings_total': 980, 'vicinity': 'Building 08 zen cluster - Street 1 - Dubai', 'latitude': 25.0475549, 'longitude': 55.131137}, {'business_status': 'OPERATIONAL', 'name': 'Marks & Spencer | Battuta Mall', 'rating': 4.3, 'user_ratings_total': 776, 'vicinity': 'The Ibn Battuta Mall, Ground Floor - شارع الشيخ زايد - دبي', 'latitude': 25.0458528, 'longitude': 55.12036020000001}, {'business_status': 'OPERATIONAL', 'name': 'HomeBox - Ibn Battuta Mall', 'rating': 4.7, 'user_ratings_total': 7934, 'vicinity': 'Ibn Battuta Mall - Metro Link - Dubai', 'latitude': 25.0457923, 'longitude': 55.11914849999999}]","[{'business_status': 'OPERATIONAL', 'name': 'Ibn Battuta Mall by Dubai Retail', 'rating': 4.5, 'user_ratings_total': 66601, 'vicinity': 'Sheikh Zayed Road - Dubai', 'latitude': 25.0445472, 'longitude': 55.1202972}, {'business_status': 'OPERATIONAL', 'name': 'Dubai Marina Mall', 'rating': 4.5, 'user_ratings_total': 39413, 'vicinity': 'Sheikh Zayed Road - Dubai', 'latitude': 25.07642999999999, 'longitude': 55.140504}, {'business_status': 'OPERATIONAL', 'name': 'The Beach • JBR', 'rating': 4.6, 'user_ratings_total': 16164, 'vicinity': 'The Beach - Dubai', 'latitude': 25.0758814, 'longitude': 55.1312332}, {'business_status': 'OPERATIONAL', 'name': 'The Meadows Village', 'rating': 4.5, 'user_ratings_total': 1395, 'vicinity': '1st Road - Dubai', 'latitude': 25.0637, 'longitude': 55.1573}, {'business_status': 'OPERATIONAL', 'name': 'ARKUB interactive', 'rating': 0.0, 'user_ratings_total': 0, 'vicinity': 'Concord Tower, Office #801 - 11 شارع الملك سلمان بن عبدالعزيز آل سعود - دبي', 'latitude': 25.09794519999999, 'longitude': 55.15602479999999}]","[{'business_status': 'OPERATIONAL', 'name': 'American University in Dubai (AUD)', 'rating': 4.3, 'user_ratings_total': 344, 'vicinity': 'Sheikh Zayed Road - Dubai', 'latitude': 25.0907125, 'longitude': 55.15714699999999}, {'business_status': 'OPERATIONAL', 'name': 'University of Wollongong in Dubai', 'rating': 4.2, 'user_ratings_total': 500, 'vicinity': 'UOWD Building - Dubai', 'latitude': 25.1018385, 'longitude': 55.162755}, {'business_status': 'OPERATIONAL', 'name': 'Middlesex University Dubai - Main Campus', 'rating': 4.2, 'user_ratings_total': 368, 'vicinity': 'Block 16 - Knowledge Park - دبي', 'latitude': 25.1034297, 'longitude': 55.1643358}, {'business_status': 'OPERATIONAL', 'name': 'Synergy University Dubai', 'rating': 4.4, 'user_ratings_total': 135, 'vicinity': 'Mazaya Business Avenue - BB1 20 floor - Dubai', 'latitude': 25.0683251, 'longitude': 55.14508509999999}, {'business_status': 'OPERATIONAL', 'name': 'TWI HSE Training Institute', 'rating': 3.8, 'user_ratings_total': 6, 'vicinity': 'Dubai Knowledge Village Block 11, First Floor. Office F101', 'latitude': 25.1012753, 'longitude': 55.16033849999999}]","[{'business_status': 'OPERATIONAL', 'name': 'Lokmet Gibran', 'rating': 4.2, 'user_ratings_total': 1226, 'vicinity': 'Oaks Liwa Hotel - G Level - Cluster W - Dubai', 'latitude': 25.0774219, 'longitude': 55.15028959999999}, {'business_status': 'OPERATIONAL', 'name': 'Baker Street Cafe', 'rating': 4.4, 'user_ratings_total': 212, 'vicinity': 'Cluster Q - Shop G08, Dubai Gate One - Dubai', 'latitude': 25.0763153, 'longitude': 55.1459552}, {'business_status': 'OPERATIONAL', 'name': 'Tim Hortons', 'rating': 4.2, 'user_ratings_total': 1219, 'vicinity': 'The Walk - Dubai', 'latitude': 25.078418, 'longitude': 55.134671}, {'business_status': 'OPERATIONAL', 'name': 'N89 Restaurant - Best Shisha in Dubai - JLT Lake View', 'rating': 4.7, 'user_ratings_total': 2215, 'vicinity': 'Lake View, Goldcrest Views 1 - near Subway, opp. Dubai Marina - Cluster V - Dubai', 'latitude': 25.0780604, 'longitude': 55.15151419999999}, {'business_status': 'OPERATIONAL', 'name': 'Cinnabon - Dubai Marina Mall', 'rating': 4.3, 'user_ratings_total': 192, 'vicinity': 'Dubai Marina Mall, Level 2, Food Court, Al Marsa St Off - شارع الشيخ زايد - دبي', 'latitude': 25.0761714, 'longitude': 55.14040599999999}]","[{'business_status': 'OPERATIONAL', 'name': 'Aster Pharmacy - The Walk, JBR', 'rating': 4.6, 'user_ratings_total': 57, 'vicinity': 'P-42, Plaza Level, Sadaf-4 Cluster - The Walk - دبي', 'latitude': 25.0800305, 'longitude': 55.1381166}, {'business_status': 'OPERATIONAL', 'name': 'Aster Pharmacy - Royal Oceanic Bldg., Dubai Marina (127)', 'rating': 4.9, 'user_ratings_total': 70, 'vicinity': 'Bldg، Royal Oceanic - Shop no.1, opp. Le Meridien Hotel', 'latitude': 25.0843419, 'longitude': 55.141681}, {'business_status': 'OPERATIONAL', 'name': 'LIFE Pharmacy - New Al Kanz (MAG 214)', 'rating': 4.7, 'user_ratings_total': 201, 'vicinity': 'Cluster R, MAG 214 Tower - Dubai', 'latitude': 25.0774143, 'longitude': 55.1472282}, {'business_status': 'OPERATIONAL', 'name': 'Aster Pharmacy - Jebel Ali Gardens', 'rating': 4.6, 'user_ratings_total': 84, 'vicinity': 'ENOC Station، Discovery Gardern - behind IBN Batuta Mall - Dubai', 'latitude': 25.03935780000001, 'longitude': 55.1150081}, {'business_status': 'OPERATIONAL', 'name': 'Aster Pharmacy - Barsha Heights, Tecom', 'rating': 4.4, 'user_ratings_total': 307, 'vicinity': 'Barsha Heights, Tecom near Byblos Hotel - دبي', 'latitude': 25.0980771, 'longitude': 55.1738515}]","[{'business_status': 'OPERATIONAL', 'name': 'Dubai Dhow', 'rating': 3, 'user_ratings_total': 7, 'vicinity': '00971-50-2281835، Reef Tower - دبي', 'latitude': 25.08208059999999, 'longitude': 55.15147499999999}, {'business_status': 'OPERATIONAL', 'name': 'Great Deals Services DMCC', 'rating': 4.2, 'user_ratings_total': 87, 'vicinity': 'HDS Tower - Dubai', 'latitude': 25.072274, 'longitude': 55.14230300000001}, {'business_status': 'OPERATIONAL', 'name': 'Marina 101', 'rating': 4.3, 'user_ratings_total': 78, 'vicinity': 'Dubai', 'latitude': 25.0889075, 'longitude': 55.1485697}, {'business_status': 'OPERATIONAL', 'name': 'ABSea Deep Sea Fishing Trips in Dubai', 'rating': 4.5, 'user_ratings_total': 58, 'vicinity': 'West Bay, B7, Yacht Club - Dubai', 'latitude': 25.0695941, 'longitude': 55.1307214}, {'business_status': 'OPERATIONAL', 'name': 'AquaFun Dubai Water park', 'rating': 4.9, 'user_ratings_total': 3881, 'vicinity': 'Dubai', 'latitude': 25.0783502, 'longitude': 55.1307319}]","[{'business_status': 'OPERATIONAL', 'name': 'Space Toon media group', 'rating': 4.6, 'user_ratings_total': 42, 'vicinity': 'Space Toon media group - Dubai', 'latitude': 25.0957909, 'longitude': 55.1567713}, {'business_status': 'OPERATIONAL', 'name': 'Self Storage & warehouse', 'rating': 4.5, 'user_ratings_total': 1726, 'vicinity': 'Dubai', 'latitude': 25.0749043, 'longitude': 55.1459931}, {'business_status': 'OPERATIONAL', 'name': 'JBR Dog Park', 'rating': 2.4, 'user_ratings_total': 8, 'vicinity': 'Amwaj 1 Jumeirah Beach Road - دبي', 'latitude': 25.07348169999999, 'longitude': 55.1315225}, {'business_status': 'OPERATIONAL', 'name': 'Tamellanın körpüsü', 'rating': 5, 'user_ratings_total': 1, 'vicinity': '34CM+J5F - Marina Promenade - Dubai', 'latitude': 25.0715509, 'longitude': 55.1329169}, {'business_status': 'OPERATIONAL', 'name': 'Տաղավար Besedka', 'rating': 0.0, 'user_ratings_total': 0, 'vicinity': '34FJ+M7V - Al Mamsha Street - Dubai', 'latitude': 25.0742424, 'longitude': 55.1306612}]","[{'business_status': 'CLOSED_TEMPORARILY', 'name': 'JCC | Chabad | Jewish Community', 'rating': 4.3, 'user_ratings_total': 82, 'vicinity': 'Address - Al Marsa Street - Dubai', 'latitude': 25.0771741, 'longitude': 55.1405203}]"
"Marina Plaza, Dubai Marina",Dubai Marina,25.0753976,55.1398252,"[{'business_status': 'OPERATIONAL', 'name': 'RTA Taxi Rank - Dubai Marina Mall', 'rating': 0.0, 'user_ratings_total': 0, 'vicinity': 'Dubai', 'latitude': 25.07642999999999, 'longitude': 55.140504}, {'business_status': 'OPERATIONAL', 'name': 'RTA Taxi Rank - DMCC Metro Station Seaside', 'rating': 5, 'user_ratings_total': 1, 'vicinity': 'Dubai', 'latitude': 25.071525, 'longitude': 55.137381}, {'business_status': 'OPERATIONAL', 'name': 'RTA Taxi Rank - Opp. Sukoon Tower', 'rating': 4.5, 'user_ratings_total': 2, 'vicinity': 'Dubai', 'latitude': 25.07883199999999, 'longitude': 55.14407199999999}, {'business_status': 'OPERATIONAL', 'name': 'RTA Taxi Rank - JLT Gold Tower', 'rating': 3, 'user_ratings_total': 1, 'vicinity': 'Dubai', 'latitude': 25.069305, 'longitude': 55.143497}, {'business_status': 'OPERATIONAL', 'name': 'TAXI Rank Sofitel JBR', 'rating': 4.3, 'user_ratings_total': 4, 'vicinity': 'Al Mamsha Street - Dubai', 'latitude': 25.0754978, 'longitude': 55.1317381}]","[{'business_status': 'OPERATIONAL', 'name': 'DMCC Metro Station', 'rating': 4.6, 'user_ratings_total': 518, 'vicinity': 'Sheikh Zayed Road - Dubai', 'latitude': 25.0712513, 'longitude': 55.1390859}, {'business_status': 'OPERATIONAL', 'name': 'Sobha Realty Metro Station', 'rating': 4.5, 'user_ratings_total': 610, 'vicinity': 'Sheikh Zayed Road', 'latitude': 25.0799917, 'longitude': 55.1475613}, {'business_status': 'OPERATIONAL', 'name': 'Jabal Ali Metro Station 2', 'rating': 5, 'user_ratings_total': 1, 'vicinity': 'United Arab Emirates', 'latitude': 25.057706, 'longitude': 55.1270524}, {'business_status': 'OPERATIONAL', 'name': 'Jabal Ali Metro Station', 'rating': 4.5, 'user_ratings_total': 14, 'vicinity': 'United Arab Emirates', 'latitude': 25.0575694, 'longitude': 55.127221}, {'business_status': 'OPERATIONAL', 'name': 'Jabal Ali Metro Station 4', 'rating': 4.7, 'user_ratings_total': 15, 'vicinity': 'United Arab Emirates', 'latitude': 25.0575315, 'longitude': 55.1271749}]","[{'business_status': 'OPERATIONAL', 'name': 'TAMANI Marina Hotel and Hotel Apartments', 'rating': 4.2, 'user_ratings_total': 1995, 'vicinity': 'King Salman Bin Abdulaziz Al Saud Street - Dubai', 'latitude': 25.0909277, 'longitude': 55.14930689999999}, {'business_status': 'OPERATIONAL', 'name': 'The First Collection Dubai Marina', 'rating': 4.4, 'user_ratings_total': 5472, 'vicinity': '394 Al Seba Street - Dubai', 'latitude': 25.0691775, 'longitude': 55.1285538}, {'business_status': 'OPERATIONAL', 'name': 'Real Pilates JLT', 'rating': 4.8, 'user_ratings_total': 398, 'vicinity': 'ONE JLT Building - Level 1 Al Sarayat Street - دبي', 'latitude': 25.0726396, 'longitude': 55.144769}, {'business_status': 'OPERATIONAL', 'name': ""Bharat Thakur's Artistic Yoga"", 'rating': 4.8, 'user_ratings_total': 54, 'vicinity': 'Emirates Golf Club (EGC) Players Lounge - شارع الشيخ زايد - دبي', 'latitude': 25.0853207, 'longitude': 55.1597124}, {'business_status': 'OPERATIONAL', 'name': 'Body Talk Spa & Fitness Center', 'rating': 4.3, 'user_ratings_total': 7, 'vicinity': '34JQ+F5C - Dubai', 'latitude': 25.0811877, 'longitude': 55.1379031}]","[{'business_status': 'OPERATIONAL', 'name': 'Cosmesurge Clinic Dubai Marina', 'rating': 4.7, 'user_ratings_total': 333, 'vicinity': 'Al Habtoor Business Tower - Opposite Habtoor Grand Hotel - دبي', 'latitude': 25.0854288, 'longitude': 55.1417191}, {'business_status': 'OPERATIONAL', 'name': 'Health Avenue Polyclinic', 'rating': 4.1, 'user_ratings_total': 246, 'vicinity': 'Ground Floor,Tower One,Grosvenor House - Dubai', 'latitude': 25.085214, 'longitude': 55.14358290000001}, {'business_status': 'CLOSED_TEMPORARILY', 'name': 'Beauty Within', 'rating': 3.4, 'user_ratings_total': 27, 'vicinity': 'The Jewels Tower 1 - Beach Road - Dubai', 'latitude': 25.0711911, 'longitude': 55.13051059999999}, {'business_status': 'OPERATIONAL', 'name': 'SAKS 21 Hair salon | JBR Dubai', 'rating': 4.6, 'user_ratings_total': 327, 'vicinity': 'Bahar 7 - Dubai', 'latitude': 25.0778255, 'longitude': 55.1361325}, {'business_status': 'OPERATIONAL', 'name': 'The First Studio Gents Salon', 'rating': 4.6, 'user_ratings_total': 265, 'vicinity': 'Lakeside Residence - Shop B2 - Cluster A - دبي', 'latitude': 25.0665251, 'longitude': 55.13829149999999}]","[{'business_status': 'OPERATIONAL', 'name': 'West Zone Fresh Supermarket | Cluster O - Jumeirah Lake Towers ( JLT )', 'rating': 4.2, 'user_ratings_total': 1115, 'vicinity': 'O2 Residence - next to Reef Tower - Cluster O - Dubai', 'latitude': 25.07374769999999, 'longitude': 55.143278}, {'business_status': 'OPERATIONAL', 'name': 'The Little Birdy Group', 'rating': 4.2, 'user_ratings_total': 22, 'vicinity': 'The Dome Tower - 1603 N - دبي', 'latitude': 25.0629897, 'longitude': 55.13759309999999}, {'business_status': 'OPERATIONAL', 'name': 'West Zone Fresh Supermarket | Building 08 - Discovery Garden', 'rating': 4, 'user_ratings_total': 980, 'vicinity': 'Building 08 zen cluster - Street 1 - Dubai', 'latitude': 25.0475549, 'longitude': 55.131137}, {'business_status': 'OPERATIONAL', 'name': 'Marks & Spencer | Battuta Mall', 'rating': 4.3, 'user_ratings_total': 776, 'vicinity': 'The Ibn Battuta Mall, Ground Floor - شارع الشيخ زايد - دبي', 'latitude': 25.0458528, 'longitude': 55.12036020000001}, {'business_status': 'OPERATIONAL', 'name': 'HomeBox - Ibn Battuta Mall', 'rating': 4.7, 'user_ratings_total': 7934, 'vicinity': 'Ibn Battuta Mall - Metro Link - Dubai', 'latitude': 25.0457923, 'longitude': 55.11914849999999}]","[{'business_status': 'OPERATIONAL', 'name': 'Ibn Battuta Mall by Dubai Retail', 'rating': 4.5, 'user_ratings_total': 66601, 'vicinity': 'Sheikh Zayed Road - Dubai', 'latitude': 25.0445472, 'longitude': 55.1202972}, {'business_status': 'OPERATIONAL', 'name': 'Dubai Marina Mall', 'rating': 4.5, 'user_ratings_total': 39413, 'vicinity': 'Sheikh Zayed Road - Dubai', 'latitude': 25.07642999999999, 'longitude': 55.140504}, {'business_status': 'OPERATIONAL', 'name': 'The Beach • JBR', 'rating': 4.6, 'user_ratings_total': 16164, 'vicinity': 'The Beach - Dubai', 'latitude': 25.0758814, 'longitude': 55.1312332}, {'business_status': 'OPERATIONAL', 'name': 'The Meadows Village', 'rating': 4.5, 'user_ratings_total': 1395, 'vicinity': '1st Road - Dubai', 'latitude': 25.0637, 'longitude': 55.1573}, {'business_status': 'OPERATIONAL', 'name': 'ARKUB interactive', 'rating': 0.0, 'user_ratings_total': 0, 'vicinity': 'Concord Tower, Office #801 - 11 شارع الملك سلمان بن عبدالعزيز آل سعود - دبي', 'latitude': 25.09794519999999, 'longitude': 55.15602479999999}]","[{'business_status': 'OPERATIONAL', 'name': 'American University in Dubai (AUD)', 'rating': 4.3, 'user_ratings_total': 344, 'vicinity': 'Sheikh Zayed Road - Dubai', 'latitude': 25.0907125, 'longitude': 55.15714699999999}, {'business_status': 'OPERATIONAL', 'name': 'University of Wollongong in Dubai', 'rating': 4.2, 'user_ratings_total': 500, 'vicinity': 'UOWD Building - Dubai', 'latitude': 25.1018385, 'longitude': 55.162755}, {'business_status': 'OPERATIONAL', 'name': 'Middlesex University Dubai - Main Campus', 'rating': 4.2, 'user_ratings_total': 368, 'vicinity': 'Block 16 - Knowledge Park - دبي', 'latitude': 25.1034297, 'longitude': 55.1643358}, {'business_status': 'OPERATIONAL', 'name': 'Synergy University Dubai', 'rating': 4.4, 'user_ratings_total': 135, 'vicinity': 'Mazaya Business Avenue - BB1 20 floor - Dubai', 'latitude': 25.0683251, 'longitude': 55.14508509999999}, {'business_status': 'OPERATIONAL', 'name': 'TWI HSE Training Institute', 'rating': 3.8, 'user_ratings_total': 6, 'vicinity': 'Dubai Knowledge Village Block 11, First Floor. Office F101', 'latitude': 25.1012753, 'longitude': 55.16033849999999}]","[{'business_status': 'OPERATIONAL', 'name': 'Lokmet Gibran', 'rating': 4.2, 'user_ratings_total': 1226, 'vicinity': 'Oaks Liwa Hotel - G Level - Cluster W - Dubai', 'latitude': 25.0774219, 'longitude': 55.15028959999999}, {'business_status': 'OPERATIONAL', 'name': 'Baker Street Cafe', 'rating': 4.4, 'user_ratings_total': 212, 'vicinity': 'Cluster Q - Shop G08, Dubai Gate One - Dubai', 'latitude': 25.0763153, 'longitude': 55.1459552}, {'business_status': 'OPERATIONAL', 'name': 'Tim Hortons', 'rating': 4.2, 'user_ratings_total': 1219, 'vicinity': 'The Walk - Dubai', 'latitude': 25.078418, 'longitude': 55.134671}, {'business_status': 'OPERATIONAL', 'name': 'N89 Restaurant - Best Shisha in Dubai - JLT Lake View', 'rating': 4.7, 'user_ratings_total': 2215, 'vicinity': 'Lake View, Goldcrest Views 1 - near Subway, opp. Dubai Marina - Cluster V - Dubai', 'latitude': 25.0780604, 'longitude': 55.15151419999999}, {'business_status': 'OPERATIONAL', 'name': 'Cinnabon - Dubai Marina Mall', 'rating': 4.3, 'user_ratings_total': 192, 'vicinity': 'Dubai Marina Mall, Level 2, Food Court, Al Marsa St Off - شارع الشيخ زايد - دبي', 'latitude': 25.0761714, 'longitude': 55.14040599999999}]","[{'business_status': 'OPERATIONAL', 'name': 'Aster Pharmacy - The Walk, JBR', 'rating': 4.6, 'user_ratings_total': 57, 'vicinity': 'P-42, Plaza Level, Sadaf-4 Cluster - The Walk - دبي', 'latitude': 25.0800305, 'longitude': 55.1381166}, {'business_status': 'OPERATIONAL', 'name': 'LIFE Pharmacy - New Al Kanz (MAG 214)', 'rating': 4.7, 'user_ratings_total': 201, 'vicinity': 'Cluster R, MAG 214 Tower - Dubai', 'latitude': 25.0774143, 'longitude': 55.1472282}, {'business_status': 'OPERATIONAL', 'name': 'Aster Pharmacy - Royal Oceanic Bldg., Dubai Marina (127)', 'rating': 4.9, 'user_ratings_total': 70, 'vicinity': 'Bldg، Royal Oceanic - Shop no.1, opp. Le Meridien Hotel', 'latitude': 25.0843419, 'longitude': 55.141681}, {'business_status': 'OPERATIONAL', 'name': 'Aster Pharmacy - Barsha Heights, Tecom', 'rating': 4.4, 'user_ratings_total': 307, 'vicinity': 'Barsha Heights, Tecom near Byblos Hotel - دبي', 'latitude': 25.0980771, 'longitude': 55.1738515}, {'business_status': 'OPERATIONAL', 'name': 'Aster Pharmacy - Jebel Ali Gardens', 'rating': 4.6, 'user_ratings_total': 84, 'vicinity': 'ENOC Station، Discovery Gardern - behind IBN Batuta Mall - Dubai', 'latitude': 25.03935780000001, 'longitude': 55.1150081}]","[{'business_status': 'OPERATIONAL', 'name': 'Quad Biking Dubai and Dune Buggy Ride', 'rating': 4.7, 'user_ratings_total': 262, 'vicinity': 'DAMAC Smart Heights - G Floor Office R6 Al Saef 2 street - Dubai', 'latitude': 25.0966277, 'longitude': 55.17665109999999}, {'business_status': 'OPERATIONAL', 'name': 'Dubai Dhow', 'rating': 3, 'user_ratings_total': 7, 'vicinity': '00971-50-2281835، Reef Tower - دبي', 'latitude': 25.08208059999999, 'longitude': 55.15147499999999}, {'business_status': 'OPERATIONAL', 'name': 'Marina 101', 'rating': 4.3, 'user_ratings_total': 78, 'vicinity': 'Dubai', 'latitude': 25.0889075, 'longitude': 55.1485697}, {'business_status': 'OPERATIONAL', 'name': 'Great Deals Services DMCC', 'rating': 4.2, 'user_ratings_total': 87, 'vicinity': 'HDS Tower - Dubai', 'latitude': 25.072274, 'longitude': 55.14230300000001}, {'business_status': 'OPERATIONAL', 'name': 'Bay Central', 'rating': 4.1, 'user_ratings_total': 276, 'vicinity': '34HQ+F27 - Dubai', 'latitude': 25.0786645, 'longitude': 55.1375328}]","[{'business_status': 'OPERATIONAL', 'name': 'Space Toon media group', 'rating': 4.6, 'user_ratings_total': 42, 'vicinity': 'Space Toon media group - Dubai', 'latitude': 25.0957909, 'longitude': 55.1567713}, {'business_status': 'OPERATIONAL', 'name': 'Self Storage & warehouse', 'rating': 4.5, 'user_ratings_total': 1726, 'vicinity': 'Dubai', 'latitude': 25.0749043, 'longitude': 55.1459931}, {'business_status': 'OPERATIONAL', 'name': 'Subai Marina', 'rating': 0.0, 'user_ratings_total': 0, 'vicinity': 'Marina Mall - Dubai', 'latitude': 25.0763518, 'longitude': 55.1419593}, {'business_status': 'OPERATIONAL', 'name': 'Marina Prominade', 'rating': 5, 'user_ratings_total': 4, 'vicinity': '34GP+XR3, Marina Promenade - Dubai', 'latitude': 25.07739999999999, 'longitude': 55.1370444}, {'business_status': 'OPERATIONAL', 'name': 'Лужайка для пикника, спортивных игр', 'rating': 0.0, 'user_ratings_total': 0, 'vicinity': 'Marina View Towers - Dubai', 'latitude': 25.0794246, 'longitude': 55.1427546}]","[{'business_status': 'CLOSED_TEMPORARILY', 'name': 'JCC | Chabad | Jewish Community', 'rating': 4.3, 'user_ratings_total': 82, 'vicinity': 'Address - Al Marsa Street - Dubai', 'latitude': 25.0771741, 'longitude': 55.1405203}]"
